TT2	10000479 304 327	acidic bile in my mouth
TT21	10000479 322 333	acid reflux
TT7	10000479 335 346	acid reflux
TT4	10000479 37 48	acid reflux
TT9	10000479 386 411	acid reflux-type symptoms
TT8	10000479 711 747	acidic bile at the back of my throat
TT6	10000479 80 91	acid reflux
TT1	10000496 27 61	acne breakouts on my face and neck
TT1	10000762 52 68	perforated ulcer
TT6	10001286 387 402	Frozen Shoulder
TT1	10001286 44 59	frozen shoulder
TT7	10001286 68 83	frozen shoulder
TT10	10001488 166 170	rage
TT5	10001488 23 27	rage
TT8	10001488 313 332	loose temper faster
TT3	10001488 49 59	AGGRESSION
TT3	10001488 78 92	short tempered
TT1	10001495 0 17	Extreme agitation
TT5	10001495 155 164	agitation
TT1	10001495 22 30	agitated
TT9	10001495 232 249	Severe aggitation
TT11	10001495 399 409	aggitation
TT13	10001495 664 673	aggitated
TT11	10001571 185 193;216 229	elevated urine albumin
TT1	10001718 45 62	allergic reaction
TT1	10001718 9 26	allergic reaction
TT1	10001760 0 8	Alopecia
TT11	10001760 257 265	alopecia
TT1	10001949 0 11	Memory loss
TT1	10001949 0 11	memory loss
TT1	10001949 0 11	memory loss
TT1	10001949 0 11	Memory Loss
TT1	10001949 0 14	Loss of memory
TT2	10001949 10 24	loss of memory
TT6	10001949 105 116	memory loss
TT5	10001949 106 124	MEMORY LOSS-severe
TT2	10001949 11 25	loss of memory
TT13	10001949 1131 1142	memory loss
TT10	10001949 128 139	memory loss
TT4	10001949 133 144	memory loss
TT2	10001949 14 25	memory loss
TT9	10001949 141 152	memory loss
TT7	10001949 147 158	memory loss
TT6	10001949 152 163	memory loss
TT2	10001949 16 27	Memory Loss
TT5	10001949 161 172	MEMORY LOSS
TT12	10001949 170 181	memory loss
TT2	10001949 18 29	Memory loss
TT4	10001949 182 193	memory loss
TT12	10001949 186 197	memory loss
TT6	10001949 190 201	memory loss
TT6	10001949 199 210	memory loss
TT2	10001949 20 31	memory loss
TT15	10001949 204 215	memory loss
TT2	10001949 206 217	Memory loss
TT2	10001949 21 32	memory loss
TT11	10001949 210 221	memory loss
TT2	10001949 22 33	memory loss
TT1	10001949 23 34	memory loss
TT3	10001949 23 34	memory loss
TT9	10001949 239 250	Memory loss
TT1	10001949 24 35	memory loss
TT2	10001949 27 41	LOSS OF MEMORY
TT6	10001949 285 296	memory loss
TT3	10001949 29 40	memory loss
TT12	10001949 292 303	memory loss
TT3	10001949 30 41	memory loss
TT6	10001949 316 327	memory loss
TT4	10001949 32 43	memory loss
TT1	10001949 34 45	memory loss
TT10	10001949 364 375	memory loss
TT3	10001949 376 387	memory loss
TT2	10001949 40 51	memory loss
TT3	10001949 41 52	MEMORY LOSS
TT3	10001949 42 53	memory loss
TT4	10001949 44 55	Memory loss
TT4	10001949 45 56	memory loss
TT5	10001949 46 57	memory loss
TT8	10001949 466 477	memory loss
TT4	10001949 47 58	memory loss
TT4	10001949 47 58	memory loss
TT10	10001949 508 519	memory loss
TT3	10001949 51 62	Memory loss
TT3	10001949 52 63	MEMORY LOSS
TT4	10001949 56 67	Memory loss
TT18	10001949 600 611	memory loss
TT6	10001949 63 74	memory loss
TT4	10001949 64 75	memory loss
TT1	10001949 65 76	memory loss
TT7	10001949 72 83	MEMORY LOSS
TT8	10001949 86 97	memory loss
TT10	10001949 877 883;884 888	memory loss
TT5	10001949 91 98	amnesia
TT6	10001949 92 103	Memory loss
TT12	10001949 920 931	Memory Loss
TT8	10001949 93 100;110 116	loss of memory
TT17	10001949 948 959	memory loss
TT5	10001949 95 106	memory loss
TT6	10001949 97 108	memory loss
TT1	10002026 185 188	ALS
TT7	10002026 290 293	als
TT15	10002026 846 849	ALS
TT15	10002034 576 582	anemia
TT10	10002368 255 268	quick to snap
TT4	10002368 33 46	violent anger
TT4	10002368 47 52	anger
TT6	10002546 100 106;115 123	ankles swelling
TT6	10002546 70 87;104 110	sever swelling of ankles
TT8	10002546 82 90;101 107	Edema of ankles
TT5	10002552 79 85;111 120	ankles seized up
TT1	10002855 0 7	Anxiety
TT1	10002855 0 7	Anxiety
TT1	10002855 0 7	Anxiety
TT1	10002855 0 7	Anxiety
TT2	10002855 10 17	anxiety
TT8	10002855 102 109	anxiety
TT6	10002855 118 125	anxiety
TT1	10002855 12 19	anxious
TT2	10002855 12 19	anxiety
TT5	10002855 134 141	anxiety
TT6	10002855 181 188	anxiety
TT5	10002855 189 196	anxiety
TT2	10002855 19 26	anxiety
TT3	10002855 22 29	anxiety
TT10	10002855 225 232	anxiety
TT3	10002855 250 257	anxiety
TT2	10002855 261 284	intense anxiety attacks
TT7	10002855 272 287	Extreme anxiety
TT11	10002855 275 282	anxiety
TT6	10002855 28 35	anxiety
TT10	10002855 304 311	anxiety
TT6	10002855 331 338	anxiety
TT6	10002855 344 351	anxiety
TT6	10002855 390 397	anxiety
TT2	10002855 40 47	ANXIETY
TT1	10002855 44 50	ANZITY
TT5	10002855 47 54	Anxiety
TT4	10002855 47 54	anxious
TT4	10002855 49 56	anxiety
TT29	10002855 563 570	anxiety
TT6	10002855 59 66	anxiety
TT7	10002855 61 68	anxious
TT5	10002855 63 70	anxiety
TT4	10002855 65 89	hightened Anxiety Levels
TT4	10002855 70 77	anxiety
TT6	10002855 90 97	anxiety
TT18	10002855 900 907	anxiety
TT18	10002948 103 110	aphasia
TT2	10002948 16 23	aphasia
TT23	10002948 191 284	language and learning ability loss including spoken and written aphasia and inability to read
TT22	10002948 904 911	aphasia
TT3	10002959 107 119	canker sores
TT2	10002959 31 43	canker sores
TT4	10003024 40 56	voracious hunger
TT6	10003028 109 125	loss of appetite
TT4	10003028 136 152	loss of appetite
TT13	10003028 253 269	lack of appetite
TT4	10003028 36 52	loss of appetite
TT4	10003028 40 48	anorexia
TT5	10003028 45 53	anorexic
TT4	10003028 53 69	lack of appetite
TT5	10003028 78 93	loss of apetite
TT12	10003028 877 894	lack of attention
TT1	10003239 + 10023230 0 21	painfull stiff joints
TT1	10003239 + 10028411 0 21	Joint and muscle pain
TT3	10003239 + 10028411 119 124;136 140	joint pain
TT1	10003239 0 10	Joint pain
TT1	10003239 0 10	Joint pain
TT1	10003239 0 10	Joint pain
TT1	10003239 0 10	Joint pain
TT1	10003239 0 10	jointaches
TT1	10003239 0 10	jointaches
TT1	10003239 0 10	Joint pain
TT1	10003239 0 11	joint aches
TT1	10003239 0 13	aching joints
TT1	10003239 0 22;23 29	Chronic pain in all my joints
TT1	10003239 0 25	Very sore and achy joints
TT1	10003239 0 5;17 21	Joint Pain
TT2	10003239 0 7;27 33	Pain in joints
TT2	10003239 0 7;35 41	pain in joints
TT1	10003239 0 7;8 14	Pain in joints
TT2	10003239 109 119	Joint Pain
TT2	10003239 11 16;17 21	joint pain
TT2	10003239 11 16;17 22	joint pains
TT2	10003239 11 16;17 25;26 30	joint aches in arms
TT6	10003239 11 16;17 25;44 50	joint aches in calves
TT2	10003239 11 17;18 24	aching joints
TT3	10003239 113 123	joint pain
TT9	10003239 117 127	joint pain
TT6	10003239 117 127	joint pain
TT1	10003239 12 17;22 26	joint pain
TT2	10003239 12 22	joint pain
TT18	10003239 1281 1291	joint pain
TT1	10003239 13 23	joint pain
TT2	10003239 13 23	joint pain
TT3	10003239 130 141	joint pains
TT6	10003239 134 138;151 157	sore joints
TT6	10003239 138 149	Sore joints
TT2	10003239 14 24	JOINT PAIN
TT11	10003239 141 174	Arthritic type pain in all joints
TT10	10003239 149 154;155 159	joint pain
TT2	10003239 15 25	joint ache
TT3	10003239 155 165	joint pain
TT4	10003239 157 177	pain in major joints
TT4	10003239 164 169;170 174	joint pain
TT7	10003239 169 179	joint pain
TT2	10003239 17 22;34 38	joint pain
TT5	10003239 18 21;38 69	Leg joint pain similar to arthritis
TT2	10003239 18 23;24 28	joint pain
TT2	10003239 18 23;24 28	joint pain
TT4	10003239 183 188;189 193	joint pain
TT2	10003239 19 24;25 29	joint pain
TT5	10003239 195 200;212 216	joint pain
TT2	10003239 20 33;34 39	pain in every joint
TT9	10003239 207 217	joint pain
TT2	10003239 21 39	severe joint aches
TT5	10003239 210 220	joint pain
TT4	10003239 210 220	joint pain
TT10	10003239 212 222	joint pain
TT9	10003239 216 226	joint pain
TT3	10003239 219 229	joint pain
TT4	10003239 22 28;38 69	finger joint pain similar to arthritis
TT5	10003239 220 230	joint pain
TT5	10003239 223 226;227 238	arm joints sore
TT8	10003239 227 232;244 248	joint pain
TT3	10003239 23 34	joint aches
TT5	10003239 230 241	JOINTS HURT
TT15	10003239 233 239;252 256	joints hurt
TT4	10003239 236 247	sore joints
TT1	10003239 239 249;275 289	joint pain very arthritic
TT2	10003239 24 34	joint pain
TT17	10003239 242 247;265 269	joint pain
TT2	10003239 25 49	painful inflammed joints
TT13	10003239 253 263	JOINT PAIN
TT4	10003239 274 284	joint pain
TT1	10003239 28 38	joint pain
TT2	10003239 28 38	joint pain
TT3	10003239 28 39	sore joints
TT1	10003239 29 39	Joint pain
TT1	10003239 29 39	joint pain
TT3	10003239 31 36;37 41	joint pain
TT3	10003239 321 326;327 331	joint pain
TT2	10003239 33 37;38 69	feet joint pain similar to arthritis
TT3	10003239 35 46	joint pains
TT8	10003239 353 363	joint pain
TT6	10003239 356 361;362 367	joint pains
TT3	10003239 36 50	pain in joints
TT3	10003239 38 48	joint pain
TT5	10003239 40 45;46 50	joint pain
TT4	10003239 40 47;48 57	pain in my joints
TT4	10003239 41 63;64 70	painful inflamation of joints
TT5	10003239 420 430	joint pain
TT8	10003239 423 428;439 443	JOINT PAIN
TT4	10003239 43 53	joint pain
TT3	10003239 44 54	joint pain
TT1	10003239 44 54	joint pain
TT2	10003239 457 467	JOINT PAIN
TT13	10003239 459 469	Joint pain
TT2	10003239 46 56	joint pain
TT3	10003239 49 59	Joint pain
TT15	10003239 516 521;522 526	joint pain
TT14	10003239 527 537	joint pain
TT6	10003239 53 63	joint pain
TT5	10003239 55 65	joint pain
TT17	10003239 576 586	joint pain
TT3	10003239 58 64;112 119	painful joints
TT7	10003239 58 76	severe joint aches
TT3	10003239 594 605	joint pains
TT6	10003239 60 70	JOINT PAIN
TT2	10003239 62 72	joint pain
TT2	10003239 62 78	joint discomfort
TT2	10003239 63 74	joint pains
TT2	10003239 7 12;13 18	joint pains
TT6	10003239 70 75;76 80;89 91;106 112	calves joint pain in
TT2	10003239 70 75;76 80;89 91;92 96	joint pain in legs
TT23	10003239 704 714	JOINT PAIN
TT3	10003239 71 75;76 82	achy joints
TT13	10003239 825 830;831 835	joint pain
TT4	10003239 84 95;100 106	severe joint pains
TT10	10003239 847 864	pain in my joints
TT4	10003239 85 95	JOINT PAIN
TT1	10003239 85 95	joint pain
TT2	10003239 89 99	joint pain
TT2	10003239 9 14;15 19	joint pain
TT1	10003239 9 19	JOINT PAIN
TT33	10003239 901 906;907 911	joint pain
TT1	10003239 94 104	joint pain
TT3	10003239 94 109	sore leg joints
TT7	10003239 95 100;112 116	Joint Pain
TT3	10003239 99 105;111 117	joints aching
TT3	10003241 182 198;212 222	joint pain in my lower back
TT10	10003242 448 471;472 478	severe polyathralgia in ankles
TT11	10003242 448 471;483 493	severe polyathralgia in leg joints
TT4	10003246 149 172	shoulders are inflammed
TT1	10003246 28 53	sever arthritic condition
TT7	10003246 312 357	severe swolen/inflamation of the fingers/hand
TT11	10003246 625 643;661 667	inflammation of my joints
TT4	10003246 84 130	severe swolen/inflamation of the fingers/hands
TT6	10003246 87 119	arthritis like symptoms in hands
TT3	10003285 131 170	feels like my joints don't want to work
TT5	10003285 275 303	damage to my shoulder joints
TT2	10003285 30 35;36 44	joint problems
TT6	10003285 360 377	failed knee joits
TT4	10003549 0 12	Debilitating
TT1	10003549 0 15	Extreme fatigue
TT1	10003549 0 15	Extreme fatigue
TT1	10003549 0 15	extreme fatigue
TT1	10003549 0 15	Extreme fatigue
TT1	10003549 0 16	Extreme weakness
TT1	10003549 0 8	weakness
TT1	10003549 0 8	Weakness
TT1	10003549 0 8	weakness
TT1	10003549 0 8	Weakness
TT1	10003549 0 8	weakness
TT1	10003549 10 36	declining physical ability
TT4	10003549 100 108	weakness
TT7	10003549 100 114;131 137	Weak & wobbley wrists
TT4	10003549 100 115	extreme fatigue
TT8	10003549 101 116	extreme fatigue
TT1	10003549 105 120	extreme fatigue
TT4	10003549 113 117	week
TT20	10003549 1176 1184	weakness
TT3	10003549 127 135	weakness
TT2	10003549 127 145	EXTREMELY FATIGUED
TT2	10003549 13 21	weakness
TT9	10003549 131 139	weakness
TT43	10003549 1321 1329	weakness
TT3	10003549 137 146	lassitude
TT4	10003549 137 146	very weak
TT4	10003549 140 148	weakness
TT8	10003549 149 164	extreme fatigue
TT3	10003549 150 170	overall weak feeling
TT2	10003549 16 24	weakness
TT2	10003549 16 24	weakness
TT1	10003549 16 32	extreme weakness
TT2	10003549 17 25	weakness
TT2	10003549 17 32	extreme fatigue
TT9	10003549 176 184	weakness
TT9	10003549 182 189	so weak
TT5	10003549 186 190	weak
TT8	10003549 193 197	weak
TT7	10003549 196 200	weak
TT2	10003549 20 28	weakness
TT7	10003549 202 217	extreme fatigue
TT4	10003549 223 230	drained
TT2	10003549 24 36	WEAK FEELING
TT3	10003549 25 33	weakness
TT2	10003549 25 33	weakness
TT3	10003549 251 255	weak
TT9	10003549 252 264	feeling weak
TT8	10003549 261 267	weaker
TT2	10003549 27 35	weakness
TT23	10003549 274 286	feeling weak
TT2	10003549 28 43	extreme fatigue
TT2	10003549 29 37	weakness
TT3	10003549 31 39	weakness
TT3	10003549 31 46	extreme fatigue
TT6	10003549 313 328	constantly weak
TT24	10003549 331 335	weak
TT4	10003549 332 347	extreme fatigue
TT2	10003549 34 42	weakness
TT2	10003549 34 49	Extreme fatigue
TT8	10003549 341 349	Weakness
TT4	10003549 356 364	weakness
TT2	10003549 36 44	weakness
TT7	10003549 379 393	felt very weak
TT3	10003549 38 46	weakness
TT4	10003549 406 414	weakness
TT7	10003549 408 416	weakness
TT8	10003549 413 417	weak
TT9	10003549 413 430	disabling fatigue
TT3	10003549 42 50	weakness
TT4	10003549 436 455	was incredibly week
TT7	10003549 452 460	weakness
TT11	10003549 461 478	weak all the time
TT7	10003549 462 470	weakness
TT5	10003549 50 65	extreme fatigue
TT26	10003549 506 518	debilitating
TT4	10003549 52 60	weakness
TT2	10003549 52 60	weakness
TT3	10003549 54 62	weakness
TT6	10003549 55 63	weakness
TT4	10003549 56 71	extreme fatique
TT5	10003549 57 66	very weak
TT2	10003549 57 83	weak and wobbly unbalanced
TT2	10003549 58 66	weakness
TT4	10003549 58 66	weakness
TT2	10003549 58 67	felt weak
TT9	10003549 598 609	debilitated
TT2	10003549 6 10	weak
TT1	10003549 60 64	Weak
TT5	10003549 60 76	overall weakness
TT4	10003549 66 74	weakness
TT5	10003549 67 83	extreme fatigued
TT4	10003549 71 79	weakness
TT9	10003549 715 730	extreme fatigue
TT2	10003549 75 90	extreme fatigue
TT1	10003549 8 16	weakness
TT1	10003549 8 16	weakness
TT3	10003549 80 89	felt weak
TT5	10003549 82 102	overall weak feeling
TT12	10003549 822 840	extremely fatigued
TT16	10003549 835 843	weakness
TT3	10003549 86 90	WEEK
TT11	10003549 862 870	weakness
TT28	10003549 862 873	DEBILITATED
TT6	10003549 93 108	Extreme fatigue
TT3	10003549 99 117	EXTREMELY fatigued
TT6	10003553 100 116	asthma flare-ups
TT19	10003553 1209 1215	asthma
TT4	10003731 132 152	short attention span
TT5	10003983 612 625	back problems
TT30	10003993 + 10033432 1108 1125	back and hip pain
TT1	10003993 0 19	muscle pain in back
TT1	10003993 0 25	muscular pain in the back
TT3	10003993 0 4;22 26	Back pain
TT3	10003993 0 6;16 18;24 28	Aching in back
TT1	10003993 0 9	back pain
TT1	10003993 0 9	Back pain
TT1	10003993 0 9	back ache
TT7	10003993 100 109	back pain
TT3	10003993 104 108;119 123	back pain
TT5	10003993 108 117	Back pain
TT10	10003993 111 119	backache
TT11	10003993 1157 1175	constant back pain
TT3	10003993 12 16;30 34	back pain
TT2	10003993 12 21	back pain
TT3	10003993 121 130	back pain
TT5	10003993 135 144	back pain
TT9	10003993 142 151	back pain
TT2	10003993 144 159	back discomfort
TT28	10003993 1444 1453	back pain
TT2	10003993 15 19;47 51	back ache
TT6	10003993 152 159;169 173	Pain in back
TT7	10003993 154 158;167 171	back pain
TT3	10003993 16 25	back pain
TT7	10003993 164 173	back pain
TT9	10003993 187 191;192 199	pain in back
TT12	10003993 196 205	back pain
TT4	10003993 211 215;225 229	back pain
TT4	10003993 212 228	wicked back pain
TT1	10003993 215 219;231 235	pain back
TT12	10003993 22 47;64 68	very painful muscle aches back
TT9	10003993 222 231	back pain
TT4	10003993 223 232	back ache
TT8	10003993 226 233;257 261	pain in back
TT5	10003993 232 241	back pain
TT11	10003993 234 238;239 243	back pain
TT4	10003993 257 266	back pain
TT7	10003993 287 294;298 302	pain in back
TT4	10003993 29 38	back ache
TT1	10003993 29 59	Slight muscle aches in my back
TT5	10003993 307 316	back pain
TT9	10003993 348 355;366 370	pain in back
TT7	10003993 36 40;41 45	back pain
TT4	10003993 36 40;41 45	back pain
TT8	10003993 376 385	back pain
TT3	10003993 38 47	back pain
TT6	10003993 380 384;393 397	back pain
TT4	10003993 41 50	sore back
TT5	10003993 419 428	back pain
TT5	10003993 43 47;48 52	back pain
TT2	10003993 43 61	pain in my abdomen
TT4	10003993 431 441	back aches
TT2	10003993 47 56	BACK PAIN
TT12	10003993 480 498	back labor pains
TT3	10003993 49 58	sore back
TT3	10003993 5 10;19 23	back aches
TT5	10003993 51 68	burning back pain
TT4	10003993 53 57;66 70	back pain
TT12	10003993 535 552	pains in her back
TT31	10003993 578 587	back pain
TT2	10003993 58 62;63 67	back pain
TT3	10003993 59 70;94 100;143 147	back muscle pain in the
TT7	10003993 62 70	backpain
TT7	10003993 62 70	backpain
TT3	10003993 66 70;71 79	back soreness
TT6	10003993 69 78	back pain
TT6	10003993 702 713;714 721	muscle pain in back
TT17	10003993 712 721	back pain
TT3	10003993 72 98	aches and pains in my back
TT3	10003993 734 750	pains in my back
TT8	10003993 78 87	back pain
TT4	10003993 81 90	back pain
TT5	10003993 84 92	backache
TT9	10003993 842 852	back aches
TT17	10003993 875 886;900 904	pain in the back
TT3	10003993 9 26;36 40	aching muscles in back
TT9	10004065 92 110	bad taste in mouth
TT2	10004070 14 25	bad balance
TT4	10004070 144 159	loss of balance
TT11	10004070 173 188	loss of balance
TT5	10004070 213 237	un-balanced-type feeling
TT3	10004070 311 326	loss of balance
TT4	10004070 331 346	loss of balance
TT7	10004070 349 364	loss of balance
TT4	10004070 401 418	loss body balance
TT4	10004070 50 65	loss of balance
TT5	10004070 63 78	loss of balance
TT2	10004070 73 88	Loss of balance
TT1	10004208 11 26	extremely hyper
TT2	10004208 326 337	hyperactive
TT6	10004222 537 555	increased belching
TT8	10004969 111 123	vivid dreams
TT8	10004969 128 140	weird dreams
TT4	10004969 65 83	vivid weird dreams
TT4	10004969 75 87	weird dreams
TT5	10004969 77 88	wild dreams
TT2	10004977 45 60	stool was black
TT10	10004982 205 214	blackouts
TT6	10004982 285 295	black outs
TT2	10005103 105 117	bled heavily
TT10	10005103 1072 1080	bleeding
TT10	10005103 119 127;139 147	Bleeding problems
TT3	10005103 136 144	Bleeding
TT3	10005103 146 154	bleeding
TT2	10005103 15 23	bleeding
TT2	10005103 219 227	bleeding
TT4	10005103 224 232	bleeding
TT6	10005103 224 238	heavy bleeding
TT5	10005103 256 264	bleeding
TT3	10005103 278 292	Heavy bleeding
TT15	10005103 284 292	bleeding
TT2	10005103 30 45	bleeding inside
TT12	10005103 355 380	bleeding has not subsided
TT7	10005103 366 371	bleed
TT4	10005103 376 384	bleeding
TT4	10005103 420 428	bleeding
TT8	10005103 472 480	bleeding
TT9	10005103 517 525	bleeding
TT4	10005103 60 74	heavy bleeding
TT6	10005103 688 704	bleeding problem
TT3	10005103 72 80	bleeding
TT2	10005103 72 89	bleeding problems
TT7	10005103 832 851	bleeding constantly
TT11	10005124 120 131	bloody noes
TT24	10005159 373 390	eye muscle spasms
TT5	10005191 228 236	blisters
TT6	10005191 306 314	blisters
TT1	10005191 60 68	blisters
TT5	10005215 46 66	blisters in my mouth
TT1	10005265 0 8	Bloating
TT2	10005265 10 18	bloating
TT9	10005265 108 116	bloating
TT17	10005265 1135 1143	bloating
TT3	10005265 117 125	bloating
TT3	10005265 123 130	bloated
TT20	10005265 1384 1392	bloating
TT3	10005265 15 23	bloating
TT6	10005265 151 159	bloating
TT8	10005265 156 164	bloating
TT4	10005265 163 171	bloating
TT3	10005265 182 189	Bloated
TT4	10005265 184 201	terrible bloating
TT2	10005265 22 30	bloating
TT13	10005265 223 231	bloating
TT6	10005265 240 247	Bloated
TT8	10005265 243 251	bloating
TT3	10005265 25 33	bloating
TT8	10005265 273 278	bloat
TT12	10005265 284 292	bloating
TT2	10005265 30 38	bloating
TT6	10005265 35 43	bloating
TT3	10005265 37 44	bloated
TT4	10005265 37 45	bloating
TT7	10005265 380 388	bloating
TT3	10005265 48 56	bloating
TT5	10005265 51 59	bloating
TT9	10005265 530 538	bloating
TT9	10005265 554 561	bloated
TT6	10005265 586 593	bloated
TT6	10005265 74 82	bloating
TT3	10005265 79 87	bloating
TT12	10005265 796 804	bloating
TT2	10005265 94 102	bloating
TT6	10005424 218 221;227 234	HDL dropped
TT7	10005424 445 481	"good cholesterol is whacked, lowered"
TT6	10005635 315 376	Serial Lactic Acid levels consitently well above normal range
TT6	10005746 341 375	slight effect on my blood pressure
TT9	10005747 171 187	high blood press
TT5	10005747 226 233	high BP
TT2	10005747 241 260	high blood pressure
TT45	10005747 2509 2528	high blood pressure
TT9	10005747 442 461	high blood pressure
TT3	10005747 52 71	HIGH BLOOD PRESSURE
TT3	10005747 91 113	BP was extrememly high
TT16	10005747 927 946	high blood pressure
TT5	10005809 124 135;164 172	Blood sugar elevated
TT3	10005809 16 35	HIGHER BLOOD SUGARS
TT12	10005809 231 254	increased blood glucose
TT10	10005809 237 257	elevated blood sugar
TT5	10005809 67 99	Elevated my blood glucose levels
TT3	10005809 93 110	high sugar attack
TT1	10005886 0 12	blurr vision
TT1	10005886 0 12	fuzzy vision
TT1	10005886 0 12	Blury vision
TT1	10005886 0 13	Blured vision
TT1	10005886 0 14	Blurred vision
TT1	10005886 0 14	Blurred vision
TT1	10005886 0 14	blurred vision
TT1	10005886 0 17	blurring eyesight
TT1	10005886 0 19	Very blurred vision
TT1	10005886 0 23	very very blurry vision
TT1	10005886 0 24	Eye sight appeared foggy
TT6	10005886 105 119	blurred vision
TT9	10005886 109 123	Blurred vision
TT5	10005886 114 127	blured vision
TT9	10005886 119 133	blurred vision
TT7	10005886 125 139	blurred vision
TT5	10005886 125 139	blurred vision
TT8	10005886 127 141	blurred vision
TT10	10005886 131 145	blurred vision
TT4	10005886 135 149	Blurred vision
TT12	10005886 146 160	blurred vision
TT1	10005886 16 30	blurred vision
TT6	10005886 175 189	blurred vision
TT2	10005886 19 42	very very blurry vision
TT4	10005886 195 208	blurry vision
TT3	10005886 22 37	blurring vision
TT11	10005886 239 252	blurred vison
TT3	10005886 26 39	blurry vision
TT6	10005886 281 300	vision is so blurry
TT2	10005886 29 50	little blurred vision
TT2	10005886 34 49	blurry eyesight
TT3	10005886 43 57	blurred vision
TT4	10005886 50 73	slightly blurred vision
TT3	10005886 571 583	foggy vision
TT2	10005886 80 88;102 113	very blurry eyesight
TT17	10005886 931 945	eyes get blury
TT3	10005888 220 238;245 251	vision close up is blurry
TT8	10005888 611 631	vision became blurry
TT1	10005890 0 59	fluids pooling in my lower extremeties - especially my feet
TT3	10005890 30 45	Water retention
TT1	10005890 62 77	fluid retention
TT13	10006002 + 10003239 565 580	bone/joint pain
TT1	10006002 131 135;147 151	bone pain
TT4	10006051 63 82	dysfunctional bowel
TT8	10006131 1443 1455	brain cancer
TT10	10006131 1583 1595	brain cancer
TT2	10006131 326 366	brain cancer (glial cell related cancer)
TT17	10006242 949 989	breasts getting more and more (and more!
TT2	10006313 101 115	tender breasts
TT18	10006451 1197 1207	bronchitis
TT7	10006451 70 80	bronchitis
TT5	10006502 278 291	Deep bruising
TT8	10006502 357 370	Deep bruising
TT1	10006569 0 18	Rash with blisters
TT6	10006569 468 488;489 493	blisterey rash on my arms
TT7	10006569 468 488;498 502	blisterey rash on my legs
TT2	10006784 10 17;27 33	burning ankles
TT3	10006784 115 122	Burning
TT1	10006784 166 173	burning
TT6	10006784 176 197;203 212	Burning sensations in shoulders
TT8	10006784 177 194	burning sensation
TT3	10006784 19 33	elbows burning
TT8	10006784 202 209	burning
TT2	10006784 21 28	burning
TT10	10006784 213 220	burning
TT6	10006784 241 251;252 261	burning of shoulders
TT15	10006784 241 251;266 272	burning of ankles
TT8	10006784 315 342	elbows would burn like fire
TT1	10006784 37 58;59 63	burning sensations in legs
TT2	10006784 37 58;68 73	burning sensations in hands
TT2	10006784 43 70	"throbbing,burning sensation"
TT11	10006784 515 533	burning sensations
TT3	10006784 52 80	burning sensations in calves
TT9	10006784 580 587	burning
TT1	10006784 8 23	burning feeling
TT6	10006784 81 88	burning
TT1	10006784 9 16	burning
TT7	10006785 176 197;217 228	Burning sensations in upper chest
TT5	10006786 176 197;198 202	Burning sensations in neck
TT1	10006793 0 17	Burning of tongue
